id,label
697,0
698,0
699,6
700,5
701,6
702,3
703,4
704,2
705,0
706,4
707,2
708,3
709,3
710,6
711,2
712,2
713,3
714,6
715,3
716,2
717,6
718,1
719,6
720,6
721,3
722,3
723,0
724,6
725,6
726,0
727,2
728,2
729,6
730,3
731,2
732,0
733,6
734,6
735,6
736,6
737,4
738,0
739,0
740,3
741,2
742,3
743,4
744,2
745,3
746,0
747,0
748,6
749,6
750,4
751,6
752,0
753,0
754,6
755,0
756,0
757,5
758,6
759,2
760,6
761,2
762,5
763,3
764,2
765,3
766,6
767,4
768,5
769,0
770,5
771,5
772,2
773,6
774,0
775,2
776,3
777,0
778,6
779,2
780,3
781,0
782,4
783,4
784,0
785,4
786,4
787,4
788,3
789,0
790,0
791,3
792,4
793,4
794,0
795,3
796,6
797,2
798,6
799,5
800,3
801,2
802,5
803,6
804,5
805,2
806,5
807,2
808,6
809,4
810,3
811,0
812,0
813,6
814,0
815,2
816,0
817,5
818,4
819,2
820,3
821,5
822,6
823,0
824,5
825,6
826,5
827,0
828,5
829,4
830,0
831,5
832,5
833,5
834,2
835,0
836,4
837,0
838,0
839,0
840,6
841,4
842,0
843,4
844,4
845,6
846,1
847,2
848,4
849,5
850,0
851,3
852,0
853,0
854,2
855,2
856,4
857,3
858,6
859,2
860,2
861,2
862,0
863,2
864,6
865,2
866,0
867,0
868,3
869,4
870,3
871,3
872,0
873,5
874,0
875,0
876,4
877,5
878,3
879,2
880,3
881,6
882,2
883,6
884,5
885,4
886,2
887,3
888,6
889,3
890,6
891,5
892,4
893,4
894,3
895,4
896,4
897,6
898,0
899,6
900,6
901,3
902,3
903,6
904,5
905,3
906,3
907,5
908,4
909,5
910,2
911,0
912,6
913,0
914,0
915,0
916,6
917,0
918,2
919,0
920,4
921,4
922,3
923,6
924,4
925,3
926,4
927,6
928,6
929,0
930,6
931,0
932,2
933,6
934,3
935,6
936,3
937,6
938,3
939,3
940,3
941,0
942,0
943,4
944,6
945,6
946,4
947,0
948,1
949,4
950,5
951,2
952,6
953,2
954,0
955,0
956,4
957,6
958,3
959,5
960,1
961,6
962,6
963,5
964,0
965,2
966,3
967,6
968,3
969,3
970,3
971,3
972,6
973,0
974,0
975,4
976,4
977,3
978,6
979,4
980,6
981,5
982,4
983,6
984,2
985,4
986,6
987,2
988,3
989,2
990,6
991,6
992,6
993,3
994,4
995,4
996,3
997,0
998,4
999,3
1000,5
1001,4
1002,6
1003,3
1004,6
1005,2
1006,0
1007,3
1008,3
1009,2
1010,0
1011,6
1012,6
1013,3
1014,4
1015,4
1016,6
1017,0
1018,6
1019,3
1020,6
1021,0
1022,4
1023,1
1024,6
1025,0
1026,6
1027,2
1028,6
1029,6
1030,4
1031,0
1032,3
1033,3
1034,0
1035,3
1036,3
1037,0
1038,5
1039,6
1040,2
1041,4
1042,3
1043,0
1044,0
1045,1
1046,3
1047,0
1048,6
1049,4
1050,4
1051,0
1052,4
1053,2
1054,5
1055,3
1056,4
1057,4
1058,3
1059,3
1060,3
1061,6
1062,3
1063,0
1064,6
1065,4
1066,3
1067,3
1068,6
1069,3
1070,2
1071,6
1072,0
1073,3
1074,6
1075,2
1076,1
1077,6
1078,5
1079,0
1080,3
1081,3
1082,5
1083,6
1084,0
1085,4
1086,5
1087,5
1088,5
1089,2
1090,0
1091,3
1092,6
1093,3
1094,6
1095,4
1096,3
1097,3
1098,0
1099,3
1100,6
1101,0
1102,3
1103,2
1104,0
1105,2
1106,0
1107,6
1108,0
1109,2
1110,4
1111,6
1112,2
1113,6
1114,2
1115,6
1116,2
1117,2
1118,0
1119,3
1120,5
1121,0
1122,0
1123,4
1124,5
1125,3
1126,4
1127,0
1128,4
1129,6
1130,6
1131,0
1132,3
1133,3
1134,0
1135,1
1136,5
1137,4
1138,3
1139,4
1140,5
1141,2
1142,3
1143,0
1144,6
1145,4
1146,4
1147,3
1148,2
1149,6
1150,6
1151,6
1152,0
1153,0
1154,2
1155,5
1156,3
1157,3
1158,3
1159,1
1160,6
1161,0
1162,4
1163,6
1164,0
1165,2
1166,6
1167,0
1168,4
1169,0
1170,4
1171,4
1172,3
1173,5
1174,3
1175,4
1176,0
1177,5
1178,0
1179,5
1180,3
1181,3
1182,6
1183,6
1184,6
1185,5
1186,3
1187,0
1188,4
1189,3
1190,4
1191,2
1192,1
1193,0
1194,6
1195,5
1196,0
1197,2
1198,3
1199,3
1200,5
1201,2
1202,0
1203,0
1204,6
1205,5
1206,3
1207,6
1208,3
1209,6
1210,3
1211,5
1212,6
1213,2
1214,2
1215,0
1216,6
1217,3
1218,5
1219,0
1220,4
1221,3
1222,2
1223,3
1224,0
1225,3
1226,4
1227,2
1228,6
1229,4
1230,6
1231,6
1232,6
1233,0
1234,6
1235,6
1236,5
1237,3
1238,2
1239,6
1240,6
1241,0
1242,0
1243,5
1244,6
1245,3
1246,5
1247,4
1248,5
1249,3
1250,3
1251,4
1252,0
1253,2
1254,2
1255,6
1256,3
1257,0
1258,3
1259,6
1260,6
1261,0
1262,4
1263,0
1264,0
1265,3
1266,3
1267,2
1268,4
1269,6
1270,6
1271,4
1272,4
1273,0
1274,4
1275,5
1276,2
1277,2
1278,3
1279,6
1280,2
1281,6
1282,3
1283,3
1284,3
1285,0
1286,3
1287,6
1288,5
1289,0
1290,6
1291,6
1292,0
1293,0
1294,3
1295,0
1296,5
1297,3
1298,3
1299,5
1300,0
1301,6
1302,3
1303,6
1304,0
1305,5
1306,3
1307,3
1308,2
1309,4
1310,6
1311,6
1312,2
1313,2
1314,6
1315,0
1316,6
1317,4
1318,6
1319,4
1320,2
1321,6
1322,3
1323,3
1324,6
1325,3
1326,4
1327,6
1328,5
1329,6
1330,6
1331,2
1332,6
1333,4
1334,0
1335,6
1336,6
1337,5
1338,0
1339,0
1340,3
1341,6
1342,4
1343,4
1344,3
1345,6
1346,3
1347,4
1348,3
1349,2
1350,4
1351,2
1352,0
1353,3
1354,6
1355,3
1356,6
1357,6
1358,5
1359,3
1360,6
1361,5
1362,0
1363,6
1364,5
1365,6
1366,3
1367,5
1368,2
1369,2
1370,2
1371,4
1372,5
1373,6
1374,3
1375,0
1376,2
1377,6
1378,5
1379,0
1380,3
1381,4
1382,3
1383,0
1384,0
1385,2
1386,3
1387,3
1388,3
1389,3
1390,3
1391,5
1392,3
1393,3
1394,6
1395,4
1396,3
1397,3
1398,2
1399,5
1400,4
1401,6
1402,3
1403,5
1404,4
1405,3
1406,6
1407,4
1408,6
1409,2
1410,3
1411,2
1412,2
1413,3
1414,6
1415,6
1416,6
1417,6
1418,0
1419,6
1420,2
1421,6
1422,6
1423,6
1424,5
1425,4
1426,3
1427,6
1428,4
1429,4
1430,4
1431,4
1432,3
1433,5
1434,4
1435,6
1436,4
1437,2
1438,3
1439,0
1440,0
1441,0
1442,4
1443,5
1444,3
1445,6
1446,3
1447,3
1448,6
1449,3
1450,6
1451,6
1452,6
1453,0
1454,3
1455,3
1456,2
1457,3
1458,3
1459,3
1460,6
1461,3
1462,0
1463,4
1464,2
1465,3
1466,3
1467,3
1468,6
1469,3
1470,0
1471,4
1472,4
1473,3
1474,4
1475,2
1476,4
1477,6
1478,1
1479,3
1480,6
1481,5
1482,2
1483,5
1484,3
1485,6
1486,0
1487,4
1488,0
1489,3
1490,6
1491,3
1492,3
1493,3
1494,6
1495,3
1496,1
1497,6
1498,2
1499,6
1500,5
1501,6
1502,6
1503,0
1504,1
1505,6
1506,0
1507,4
1508,3
1509,2
1510,4
1511,2
1512,4
1513,2
1514,0
1515,6
1516,5
1517,2
1518,0
1519,4
1520,4
1521,0
1522,6
1523,5
1524,4
1525,2
1526,2
1527,2
1528,2
1529,4
1530,2
1531,6
1532,3
1533,1
1534,2
1535,2
1536,3
1537,6
1538,0
1539,3
1540,3
1541,4
1542,5
1543,0
1544,2
1545,0
1546,6
1547,3
1548,6
1549,6
1550,3
1551,4
1552,3
1553,0
1554,2
1555,3
1556,3
1557,1
1558,2
1559,0
1560,4
1561,4
1562,4
1563,0
1564,4
1565,0
1566,0
1567,0
1568,4
1569,6
1570,0
1571,4
1572,6
1573,4
1574,6
1575,3
1576,2
1577,3
1578,6
1579,0
1580,0
1581,6
1582,2
1583,4
1584,6
1585,4
1586,6
1587,4
1588,0
1589,4
1590,4
1591,5
1592,3
1593,0
1594,6
1595,2
1596,0
1597,6
1598,3
1599,3
1600,2
1601,0
1602,6
1603,5
1604,0
1605,6
1606,6
1607,5
1608,0
1609,2
1610,4
1611,2
1612,0
1613,3
1614,4
1615,3
1616,2
1617,0
1618,0
1619,3
1620,3
1621,3
1622,2
1623,0
1624,2
1625,0
1626,6
1627,0
1628,0
1629,3
1630,2
1631,2
1632,3
1633,3
1634,3
1635,5
1636,6
1637,6
1638,4
1639,6
1640,2
1641,0
1642,3
1643,3
1644,6
1645,6
1646,5
1647,0
1648,2
1649,2
1650,3
1651,5
1652,3
1653,6
1654,4
1655,0
1656,0
1657,6
1658,2
1659,0
1660,0
1661,3
1662,6
1663,4
1664,4
1665,6
1666,0
1667,3
1668,4
1669,0
1670,6
1671,6
1672,6
1673,0
1674,0
1675,4
1676,6
1677,2
1678,5
1679,5
1680,2
1681,5
1682,6
1683,0
1684,5
1685,0
1686,6
1687,4
1688,6
1689,6
1690,0
1691,3
1692,4
1693,4
1694,3
1695,6
1696,0
1697,3
1698,3
1699,6
1700,6
1701,6
1702,4
1703,0
1704,4
1705,3
1706,0
1707,3
1708,3
1709,0
1710,6
1711,6
1712,6
1713,0
1714,6
1715,3
1716,3
1717,2
1718,5
1719,1
1720,6
1721,2
1722,2
1723,4
1724,6
1725,4
1726,0
1727,3
1728,3
1729,6
1730,4
1731,6
1732,4
1733,0
1734,5
1735,6
1736,0
1737,0
1738,0
1739,5
1740,3
1741,0
1742,5
1743,3
1744,2
1745,4
1746,4
1747,0
1748,6
1749,2
1750,0
1751,0
1752,2
1753,3
1754,3
1755,6
1756,2
1757,6
1758,4
1759,2
1760,2
1761,3
1762,2
1763,6
1764,4
1765,6
1766,2
1767,4
1768,3
1769,3
1770,2
1771,6
1772,0
1773,2
1774,6
1775,0
1776,6
1777,0
1778,2
1779,6
1780,5
1781,6
1782,3
1783,0
1784,2
1785,3
1786,2
1787,4
1788,0
1789,3
1790,2
1791,3
1792,0
1793,3
1794,4
1795,0
1796,6
1797,0
1798,2
1799,0
1800,2
1801,0
1802,6
1803,3
1804,0
1805,4
1806,6
1807,6
1808,3
1809,5
1810,0
1811,2
1812,0
1813,6
1814,0
1815,6
1816,6
1817,6
1818,6
1819,6
1820,4
1821,0
1822,3
1823,6
1824,1
1825,4
1826,0
1827,3
1828,5
1829,0
1830,6
1831,0
1832,3
1833,0
1834,3
1835,4
1836,0
1837,0
1838,6
1839,0
1840,6
1841,1
1842,4
1843,3
1844,4
1845,6
1846,4
1847,0
1848,6
1849,6
1850,4
1851,3
1852,6
1853,6
1854,6
1855,2
1856,2
1857,5
1858,5
1859,5
1860,6
1861,0
1862,3
1863,4
1864,2
1865,2
1866,1
1867,3
1868,3
1869,0
1870,2
1871,5
1872,6
1873,0
1874,0
1875,2
1876,3
1877,5
1878,3
1879,4
1880,0
1881,5
1882,3
1883,3
1884,6
1885,0
1886,4
1887,5
1888,5
1889,5
1890,5
1891,6
1892,1
1893,4
1894,6
1895,0
1896,3
1897,0
1898,6
1899,3
1900,4
1901,0
1902,4
1903,0
1904,2
1905,6
1906,6
1907,6
1908,3
1909,6
1910,0
1911,5
1912,0
1913,0
1914,5
1915,6
1916,2
1917,3
1918,0
1919,5
1920,0
1921,5
1922,4
1923,4
1924,2
1925,6
1926,3
1927,4
1928,4
1929,4
1930,2
1931,5
1932,3
1933,2
1934,6
1935,6
1936,3
1937,3
1938,0
1939,5
1940,3
1941,3
1942,3
1943,3
1944,0
1945,2
1946,6
1947,6
1948,0
1949,5
1950,4
1951,6
1952,3
1953,4
1954,3
1955,3
1956,0
1957,0
1958,3
1959,3
1960,5
1961,6
1962,4
1963,3
1964,6
1965,0
1966,3
1967,6
1968,0
1969,6
1970,2
1971,4
1972,5
1973,6
1974,3
1975,3
1976,2
1977,2
1978,0
1979,3
1980,3
1981,4
1982,3
1983,6
1984,0
1985,0
1986,0
1987,3
1988,3
1989,3
1990,4
1991,3
1992,3
1993,4
1994,6
1995,0
1996,6
1997,3
1998,6
1999,1
2000,0
2001,3
2002,6
2003,4
2004,6
2005,5
2006,6
2007,5
2008,0
2009,1
2010,1
2011,4
2012,2
2013,6
2014,2
2015,3
2016,2
2017,5
2018,6
2019,3
2020,0
2021,3
2022,4
2023,0
2024,2
2025,3
2026,0
2027,2
2028,3
2029,2
2030,0
2031,5
2032,0
2033,4
2034,0
2035,5
2036,4
2037,4
2038,2
2039,0
2040,3
2041,0
2042,5
2043,4
2044,2
2045,6
2046,3
2047,6
2048,0
2049,2
2050,3
2051,4
2052,4
2053,0
2054,6
2055,3
2056,6
2057,4
2058,6
2059,3
2060,5
2061,2
2062,0
2063,0
2064,1
2065,3
2066,6
2067,6
2068,5
2069,5
2070,3
2071,0
2072,1
2073,6
2074,0
2075,6
2076,2
2077,2
2078,2
2079,6
2080,5
2081,5
2082,4
2083,6
2084,3
2085,2
2086,3
2087,3
2088,0
2089,3
2090,3
2091,0
2092,6
2093,3
2094,4
2095,3
2096,3
2097,6
2098,3
2099,0
2100,0
2101,4
2102,5
2103,4
2104,5
2105,3
2106,0
2107,4
2108,3
2109,0
2110,2
2111,3
2112,2
2113,2
2114,3
2115,3
2116,3
2117,3
2118,3
2119,1
2120,6
2121,6
2122,4
2123,3
2124,2
2125,0
2126,5
2127,4
2128,3
2129,6
2130,6
2131,3
2132,5
2133,4
2134,6
2135,6
2136,3
2137,0
2138,4
2139,3
2140,3
2141,0
2142,3
2143,4
2144,4
2145,4
2146,3
2147,0
2148,2
2149,1
2150,3
2151,0
2152,3
2153,2
2154,3
2155,3
2156,2
2157,2
2158,4
2159,6
2160,2
2161,3
2162,3
2163,2
2164,5
2165,0
2166,0
2167,5
2168,4
2169,0
2170,2
2171,4
2172,3
2173,4
2174,6
2175,3
2176,3
2177,2
2178,0
2179,6
2180,3
2181,2
2182,3
2183,6
2184,5
2185,3
2186,3
2187,3
2188,3
2189,2
2190,5
2191,0
2192,0
2193,3
2194,3
2195,3
2196,4
2197,3
2198,6
2199,3
2200,3
2201,3
2202,0
2203,3
2204,4
2205,3
2206,4
2207,4
2208,3
2209,3
2210,6
2211,3
2212,3
2213,4
2214,6
2215,0
2216,2
2217,5
2218,6
2219,0
2220,4
2221,3
2222,0
2223,6
2224,4
2225,6
2226,5
2227,2
2228,2
2229,3
2230,0
2231,2
2232,0
2233,4
2234,2
2235,2
2236,6
2237,0
2238,5
2239,3
2240,5
2241,4
2242,3
2243,3
2244,3
2245,6
2246,3
2247,2
2248,6
2249,2
2250,6
2251,3
2252,3
2253,0
2254,0
2255,2
2256,3
2257,4
2258,4
2259,4
2260,2
2261,3
2262,6
2263,0
2264,6
2265,6
2266,4
2267,4
2268,2
2269,5
2270,3
2271,2
2272,3
2273,0
2274,6
2275,3
2276,3
2277,0
2278,4
2279,0
2280,5
2281,6
2282,3
2283,0
2284,0
2285,0
2286,3
2287,0
2288,6
2289,2
2290,3
2291,3
2292,3
2293,2
2294,3
2295,2
2296,5
2297,0
2298,6
2299,3
2300,6
2301,4
2302,3
2303,0
2304,2
2305,0
2306,3
2307,0
2308,3
2309,3
2310,4
2311,3
2312,2
2313,3
2314,6
2315,3
2316,2
2317,6
2318,3
2319,0
2320,3
2321,5
2322,0
2323,4
2324,0
2325,3
2326,3
2327,4
2328,5
2329,6
2330,3
2331,6
2332,6
2333,4
2334,6
2335,2
2336,0
2337,4
2338,5
2339,0
2340,2
2341,6
2342,6
2343,3
2344,3
2345,5
2346,2
2347,3
2348,4
2349,2
2350,0
2351,2
2352,3
2353,0
2354,3
2355,6
2356,0
2357,3
2358,3
2359,2
2360,4
2361,6
2362,2
2363,6
2364,2
2365,4
2366,0
2367,3
2368,3
2369,3
2370,0
2371,1
2372,6
2373,6
2374,6
2375,2
2376,3
2377,4
2378,3
2379,4
2380,5
2381,5
2382,5
2383,6
2384,2
2385,6
2386,0
2387,0
2388,2
2389,6
2390,0
2391,0
2392,4
2393,5
2394,6
2395,6
2396,2
2397,3
2398,3
2399,3
2400,0
2401,3
2402,0
2403,4
2404,2
2405,2
2406,4
2407,0
2408,3
2409,3
2410,3
2411,2
2412,3
2413,0
2414,6
2415,3
2416,0
2417,6
2418,4
2419,3
2420,2
2421,6
2422,3
2423,0
2424,5
2425,3
2426,0
2427,3
2428,3
2429,3
2430,0
2431,3
2432,3
2433,1
2434,6
2435,2
2436,3
2437,6
2438,5
2439,3
2440,4
2441,3
2442,4
2443,0
2444,6
2445,4
2446,2
2447,0
2448,2
2449,4
2450,5
2451,3
2452,6
2453,0
2454,5
2455,6
2456,6
2457,0
2458,3
2459,6
2460,0
2461,3
2462,3
2463,6
2464,2
2465,0
2466,0
2467,3
2468,5
2469,3
2470,2
2471,6
2472,2
2473,4
2474,0
2475,4
2476,5
2477,6
2478,0
2479,2
2480,0
2481,0
2482,0
2483,5
2484,3
2485,2
2486,3
2487,1
2488,6
2489,5
2490,5
2491,2
2492,2
2493,3
2494,6
2495,2
2496,2
2497,5
2498,0
2499,3
2500,2
2501,2
2502,6
2503,6
2504,6
2505,3
2506,4
2507,6
2508,4
2509,3
2510,2
2511,4
2512,0
2513,6
2514,5
2515,4
2516,6
2517,6
2518,6
2519,5
2520,6
2521,3
2522,2
2523,3
2524,2
2525,0
2526,6
2527,3
2528,6
2529,6
2530,3
2531,0
2532,3
2533,3
2534,3
2535,5
2536,3
2537,3
2538,0
2539,0
2540,2
2541,3
2542,3
2543,6
2544,5
2545,0
2546,1
2547,0
2548,0
2549,3
2550,4
2551,4
2552,4
2553,6
2554,0
2555,4
2556,6
2557,3
2558,6
2559,3
2560,3
2561,2
2562,6
2563,2
2564,4
2565,4
2566,2
2567,3
2568,4
2569,6
2570,5
2571,6
2572,4
2573,2
2574,2
2575,0
2576,4
2577,3
2578,0
2579,3
2580,0
2581,4
2582,3
2583,3
2584,6
2585,5
2586,3
2587,6
2588,3
2589,3
2590,5
2591,0
2592,2
2593,4
2594,3
2595,2
2596,3
2597,0
2598,3
2599,4
2600,0
2601,2
2602,0
2603,6
2604,0
2605,4
2606,6
2607,3
2608,4
2609,4
2610,6
2611,3
2612,2
2613,0
2614,2
2615,5
2616,4
2617,2
2618,4
2619,4
2620,6
2621,4
2622,2
2623,4
2624,0
2625,3
2626,2
2627,4
2628,4
2629,1
2630,3
2631,5
2632,6
2633,2
2634,3
2635,2
2636,5
2637,3
2638,6
2639,5
2640,2
2641,4
2642,4
2643,0
2644,5
2645,0
2646,0
2647,2
2648,5
2649,4
2650,0
2651,6
2652,3
2653,2
2654,3
2655,2
2656,6
2657,3
2658,2
2659,1
2660,6
2661,3
2662,6
2663,4
2664,6
2665,3
2666,6
2667,3
2668,6
2669,6
2670,6
2671,0
2672,0
2673,6
2674,4
2675,3
2676,6
2677,1
2678,4
2679,6
2680,4
2681,2
2682,5
2683,3
2684,2
2685,4
2686,3
2687,0
2688,0
2689,2
2690,3
2691,2
2692,0
2693,3
2694,2
2695,3
2696,5
2697,4
2698,6
2699,6
2700,0
2701,3
2702,0
2703,2
2704,3
2705,6
2706,6
2707,3
2708,4
2709,5
2710,3
2711,0
2712,0
2713,3
2714,0
2715,6
2716,4
2717,5
2718,0
2719,2
2720,1
2721,3
2722,0
2723,6
2724,5
2725,3
2726,6
2727,6
2728,0
2729,3
2730,3
2731,3
2732,0
2733,0
2734,4
2735,6
2736,0
2737,0
2738,4
2739,2
2740,4
2741,0
2742,5
2743,4
2744,3
2745,2
2746,3
2747,6
2748,2
2749,3
2750,2
2751,0
2752,2
2753,3
2754,5
2755,5
2756,3
2757,0
2758,4
2759,0
2760,2
2761,1
2762,6
2763,3
2764,5
2765,3
2766,6
2767,0
2768,3
2769,3
2770,5
2771,2
2772,0
2773,3
2774,0
2775,5
2776,2
2777,6
2778,0
2779,2
2780,2
2781,4
2782,0
2783,2
2784,2
2785,0
2786,6
2787,5
2788,4
2789,2
2790,3
2791,0
2792,5
2793,6
2794,3
2795,6
2796,5
2797,6
2798,6
2799,4
2800,6
2801,2
2802,2
2803,5
2804,5
2805,2
2806,6
2807,6
2808,2
2809,0
2810,4
2811,5
2812,1
2813,4
2814,2
2815,3
2816,6
2817,2
2818,2
2819,0
2820,6
2821,0
2822,0
2823,3
2824,5
2825,0
2826,3
2827,2
2828,6
2829,0
2830,0
2831,3
2832,6
2833,3
2834,2
2835,0
2836,5
2837,0
2838,0
2839,6
2840,2
2841,5
2842,3
2843,4
2844,5
2845,3
2846,1
2847,5
2848,2
2849,3
2850,6
2851,6
2852,6
2853,2
2854,5
2855,2
2856,6
2857,2
2858,2
2859,2
2860,5
2861,0
2862,3
2863,6
2864,3
2865,1
2866,6
2867,6
2868,3
2869,6
2870,2
2871,3
2872,2
2873,6
2874,4
2875,2
2876,4
2877,0
2878,0
2879,4
2880,6
2881,2
2882,6
2883,0
2884,2
2885,2
2886,0
2887,2
2888,3
2889,3
2890,6
2891,0
2892,0
2893,2
2894,0
2895,0
2896,6
2897,3
2898,5
2899,4
2900,2
2901,0
2902,0
2903,2
2904,0
2905,4
2906,6
2907,0
2908,0
2909,5
2910,6
2911,2
2912,4
2913,2
2914,0
2915,0
2916,6
2917,4
2918,2
2919,6
2920,3
2921,6
2922,0
2923,2
2924,2
2925,4
2926,6
2927,5
2928,6
2929,0
2930,5
2931,2
2932,3
2933,4
2934,6
2935,3
2936,5
2937,0
2938,6
2939,3
2940,0
2941,6
2942,4
2943,4
2944,0
2945,4
2946,0
2947,4
2948,2
2949,0
2950,6
2951,6
2952,2
2953,0
2954,6
2955,5
2956,3
2957,2
2958,5
2959,6
2960,2
2961,0
2962,5
2963,4
2964,0
2965,3
2966,6
2967,4
2968,0
2969,5
2970,3
2971,0
2972,5
2973,6
2974,0
2975,6
2976,6
2977,5
2978,3
2979,4
2980,3
2981,0
2982,3
2983,1
2984,3
2985,0
2986,3
2987,4
2988,3
2989,5
2990,2
2991,4
2992,4
2993,4
2994,6
2995,6
2996,2
2997,4
